DOCUMENT ID,New review,Sentiment
801,product sooner brace lengthi indepth review rais hand hi name ashley skincareahol   year old youth year old earli  consist dri skin look back attribut unknowing proper skincar product  circa  sea breez oxi pad  look  routin approxim year old present began combin skin slightli dri around mouth chin tzone mildli oili within last year becom rel sensit vast array cosmet ingredientsproduct caus break began wash face twice day everyday pm morn upon awaken surfac face feel littl heavi congest feel difficult explain feel icki unclean tini close comedon bump around hormon zone mouth chin though small larg enough detect sight affect textur area push tongu insid mouth area mani seen obvious  walk around public like weirdo lol home inspect face drive near insan past two year year especi  notic elast face even behind chin top neck begun chang inevit declin middl age skin emerg use abl extract tini close comedon bump ea becom much difficult success extract truth often wind push comedon deeper pore caus cystic blemish one two time month without extract get larg hormon cystic blemish cluster whitehead anyon el loath word find gross  underneath skin blemish far deep extract seem like everi singl time start like clockwork husband enter bathroom see say  baaaaabebab stop leav alon  go creat wound upset aaaashleyyyyy leav   alon   caaaan   cours right get extrem frustrat angri upset creat wound size jupit ultim caus hyperpigment take forev fade routin consist cleanser toner serum enter product moistur sunscreen holi shizznit love serum pump onto fingertip amount perfect littl goe long way thin slide skin smoothli effect usual dispens one pump gentli rub neck dcollet soon rub skin begin gulp zero scent ive use exactli week shiz husband comment skin numer time exact word  skin look amaz babe serious chang someth  never seen look clear smooth get botox someth  hahaha omg love much told switch new serum appear skin dig also  know comedon disappear one singl breakout  blow smoke butt  certainli smoke mirror product conjunct other applic along product silicon base foundat glide smoothli face adorn dewi suppl glow skin look good husband ask buy love use close three week skin transform well sensit reactiv skin becom easi irrit red rel larg pore get mayb pimpl everi month zero red flaki irrit skin pore notabl reduc size marri year togeth year total never seen skin look smooth radiant absolut love product well would like note person review ask provid one find happen lot want share thought opinion speak whether result truli hope stuff incred transform skin beauti day,positive
802,love product whole heart last long time make skin feel hydrat moistur love consist product well definit buy consid someon sensit skin could recommend,positive
803,love snail mucin  add niacinamid  chef  kiss   leav skin perfect makeup prep  love way skin feel look,positive
804,first got mail littl surpris see small size although small tri work wonder leav skin moistur give glass skin look everyth product great wish bit bigger,neutral
805, use serum year love skin feel smooth like silk break irrit use moistur sometim,negative
806,ive issu uneven pump see photo keep upright time cap right use love blend mucin serum niacinamid calm nourish ingredi skin normalcombin fussi age love great serum oil moistur hydrat water moistur oilmixedmi wish includ hyaluron acid holist esthetician nerdi incom sinc live dri california climat ha actual dehydr skin plump coupl hour ha pull hydrat environ there excess hydrat air come skin skin feel littl tight use alway ha heavi product im ok sinc tri product ha use humidifi constantlyaft use anyth signific niacinamid use use paula choic addit id forgotten skin doesnt oili got oili forehead mostli use balanc right that greatgreat valu obvious definit cheapest serum feel good,neutral
807,love product first moistur without heavi greasi also help morn underey bag dark circl put cosrx moistur give skin extra moistur wintersecond great valu money doesnt take lot product appli still half bottl use morn night month,positive
808,realli hate leav review  great feel  import honest goe i excit  wait cosrx snail mucin arriv knew go amaz bc hey everyon tik tok said  unfortun stuff dri alreadi dri skin realli bad alreadi dri skin battl fine line age cosrx advanc snail radianc made wors even though still continu moistur heavili alway second morn use notic slight addit dryness skin forehead around nose notic crack deep crack superfici crack obviou  major definit notic especi appli foundat continu use though bc know  get full effect product without give time also bc know skin alreadi dri difficult figur mayb need give time let skin get adjust new product mention realli want love product  well day four whole face flakey peel  want bad love product still  throw towel give continu tri hard make work use daili approxim week  vibe skin unfortun  seen improv realli suck bc skin look wors ever dryness reason bought itto help dryness aid plump hope decreas visibl fine linesmayb  skin realli hate give star feel like would mislead complet honest review gave starsi say normal oili skin give tri hope work like mani other dri sensit skin  recommend,negative
809,like product sensit skin dont know need get use wont abl use good product,negative
810,sure ive notic differ skin doesnt hydrat skin much would like,neutral
811,product sooner brace lengthi indepth review rais hand hi name ashley skincareahol   year old youth year old earli  consist dri skin look back attribut unknowing proper skincar product  circa  sea breez oxi pad  look  routin approxim year old present began combin skin slightli dri around mouth chin tzone mildli oili within last year becom rel sensit vast array cosmet ingredientsproduct caus break began wash face twice day everyday pm morn upon awaken surfac face feel littl heavi congest feel difficult explain feel icki unclean tini close comedon bump around hormon zone mouth chin though small larg enough detect sight affect textur area push tongu insid mouth area mani seen obvious  walk around public like weirdo lol home inspect face drive near insan past two year year especi  notic elast face even behind chin top neck begun chang inevit declin middl age skin emerg use abl extract tini close comedon bump ea becom much difficult success extract truth often wind push comedon deeper pore caus cystic blemish one two time month without extract get larg hormon cystic blemish cluster whitehead anyon el loath word find gross  underneath skin blemish far deep extract seem like everi singl time start like clockwork husband enter bathroom see say  baaaaabebab stop leav alon  go creat wound upset aaaashleyyyyy leav   alon   caaaan   cours right get extrem frustrat angri upset creat wound size jupit ultim caus hyperpigment take forev fade routin consist cleanser toner serum enter product moistur sunscreen holi shizznit love serum pump onto fingertip amount perfect littl goe long way thin slide skin smoothli effect usual dispens one pump gentli rub neck dcollet soon rub skin begin gulp zero scent ive use exactli week shiz husband comment skin numer time exact word  skin look amaz babe serious chang someth  never seen look clear smooth get botox someth  hahaha omg love much told switch new serum appear skin dig also  know comedon disappear one singl breakout  blow smoke butt  certainli smoke mirror product conjunct other applic along product silicon base foundat glide smoothli face adorn dewi suppl glow skin look good husband ask buy love use close three week skin transform well sensit reactiv skin becom easi irrit red rel larg pore get mayb pimpl everi month zero red flaki irrit skin pore notabl reduc size marri year togeth year total never seen skin look smooth radiant absolut love product well would like note person review ask provid one find happen lot want share thought opinion speak whether result truli hope stuff incred transform skin beauti day,positive
